Date,Id,AlgerianSales,SyrianSales,IndianSales,ChineseSales,EuropeanSales,TotalSales
2022-04-27,18,1372,1608,3983,1744,4535,13242
2022-04-28,18,2841,2890,2181,2474,2216,12602
2022-04-29,18,4934,2297,1424,2419,4966,16040
2022-04-30,18,1752,2825,1522,2002,3107,11208
2022-05-01,18,4542,1072,2677,2700,4228,15219
2022-05-02,18,3031,2135,3748,3755,3905,16574
2022-05-03,18,1472,2823,1533,4314,4324,14466
2022-05-04,18,4337,1247,2740,2835,2965,14124
2022-05-05,18,3107,1181,3809,3706,2146,13949
2022-05-06,18,3730,1707,3512,3207,5318,17474
2022-05-07,18,3708,2467,1672,3239,5334,16420
2022-05-08,18,4297,1590,2125,2933,3977,14922
2022-05-09,18,2131,1585,3186,3217,3371,13490
2022-05-10,18,3413,1569,1441,2742,3007,12172
2022-05-11,18,3837,2426,3174,1786,3067,14290
2022-05-12,18,4935,2463,3972,1703,3612,16685
2022-05-13,18,3944,1967,3403,2277,3405,14996
2022-05-14,18,4389,1030,2914,3576,3128,15037
2022-05-15,18,1169,2716,1897,3095,4595,13472
2022-05-16,18,1978,2755,1235,1637,5832,13437
2022-05-17,18,4003,1270,2964,3310,3910,15457
2022-05-18,18,4448,2276,3864,3186,5258,19032
2022-05-19,18,4772,1783,2354,2038,4170,15117
2022-05-20,18,4827,968,2104,3414,4270,15583
2022-05-21,18,2506,2367,2989,3979,2635,14476
2022-05-22,18,4535,2505,1400,3867,5835,18142
2022-05-23,18,4637,2938,1924,4129,4399,18027
2022-05-24,18,4282,826,2610,2288,5160,15166
2022-05-25,18,1010,1653,3394,2077,3204,11338
2022-05-26,18,1562,2353,1905,2730,3010,11560
2022-05-27,18,3015,1237,3124,3847,4882,16105
2022-05-28,18,4565,1504,1621,3913,2149,13752
2022-05-29,18,1246,1962,1502,3957,5702,14369
2022-05-30,18,1192,1513,3010,4391,4536,14642
2022-05-31,18,1033,2074,3822,2739,4310,13978
2022-06-01,18,1394,2288,3255,3667,3491,14095
2022-06-02,18,3231,1135,2368,2178,4707,13619
2022-06-03,18,1697,2508,1771,2195,4353,12524
2022-06-04,18,1265,2808,2811,2464,3586,12934
2022-06-05,18,2416,2885,2798,2827,3597,14523
2022-06-06,18,1587,808,2768,3990,2736,11889
2022-06-07,18,1651,2239,2550,3600,3661,13701
2022-06-08,18,2589,1455,3484,3289,4903,15720
2022-06-09,18,2870,2827,2119,4085,3783,15684
2022-06-10,18,2307,864,3044,4357,2834,13406
2022-06-11,18,2962,846,1501,2738,2633,10680
2022-06-12,18,3609,1363,1670,2776,3029,12447
2022-06-13,18,2718,2318,1299,2425,5824,14584
2022-06-14,18,3052,1222,3456,3210,3512,14452
2022-06-15,18,3007,1918,1568,3662,4075,14230
2022-06-16,18,4069,2351,3447,4303,5224,19394
2022-06-17,18,4854,1454,3209,3832,2710,16059
2022-06-18,18,3022,1145,1311,1830,2728,10036
2022-06-19,18,4875,2733,3865,2001,4281,17755
2022-06-20,18,3636,2312,1390,4046,5957,17341
2022-06-21,18,4578,1825,1904,4094,2858,15259
2022-06-22,18,4667,2900,1819,2263,2831,14480
2022-06-23,18,4821,2016,2777,3632,5009,18255
2022-06-24,18,2344,1299,2589,3515,5665,15412
2022-06-25,18,2621,2185,3715,4471,3949,16941
2022-06-26,18,1185,1917,1292,2673,5425,12492
2022-06-27,18,2374,2009,1902,2423,4306,13014
2022-06-28,18,4731,2787,3975,3060,3820,18373
2022-06-29,18,2763,2190,1457,3631,5876,15917
2022-06-30,18,4765,1963,3355,2528,3363,15974
2022-07-01,18,1727,2009,2224,3935,3602,13497
2022-07-02,18,2778,2909,2596,3524,3879,15686
2022-07-03,18,4043,1036,1652,1984,2656,11371
2022-07-04,18,3771,1010,3884,3110,3776,15551
2022-07-05,18,2605,1374,2035,2061,3173,11248
2022-07-06,18,2555,1519,3289,3605,4133,15101
2022-07-07,18,1807,2519,1493,1600,2606,10025
2022-07-08,18,2938,2351,3159,2745,3427,14620
2022-07-09,18,2129,2094,1999,3515,2514,12251
2022-07-10,18,3409,1970,3600,3220,2722,14921
2022-07-11,18,3418,1895,3219,4359,2532,15423
2022-07-12,18,3879,1682,3374,2850,5092,16877
2022-07-13,18,2155,1993,1389,3941,5257,14735
2022-07-14,18,1064,2285,3612,4286,4031,15278
2022-07-15,18,4677,1738,2032,2844,2220,13511
2022-07-16,18,1848,2176,3595,3846,4687,16152
2022-07-17,18,1928,2552,3860,2325,4205,14870
2022-07-18,18,2028,1322,1272,4364,3457,12443
2022-07-19,18,4758,2439,2426,3287,5036,17946
2022-07-20,18,1457,1201,3464,2171,5220,13513
2022-07-21,18,2712,1174,1436,2623,4760,12705
2022-07-22,18,2960,815,3425,2648,2876,12724
2022-07-23,18,2232,2944,1200,3457,2707,12540
2022-07-24,18,1433,1874,2452,1536,5572,12867
2022-07-25,18,4245,959,3710,2178,3363,14455
2022-07-26,18,4212,1302,1797,3066,5586,15963
2022-07-27,18,3561,1020,1457,4269,4283,14590
2022-07-28,18,4713,2218,3993,2129,4857,17910
2022-07-29,18,1482,2423,1594,4458,2336,12293
2022-07-30,18,3922,948,2696,4181,5375,17122
2022-07-31,18,3228,1621,1761,4430,2560,13600
2022-08-01,18,3537,1622,3617,3993,2292,15061
2022-08-02,18,1774,1172,1777,4205,2166,11094
2022-08-03,18,2778,2742,2457,3343,4541,15861
2022-08-04,18,1512,959,2093,1646,3173,9383
2022-08-05,18,1225,1448,2538,4227,3611,13049
2022-08-06,18,1146,1962,1279,2618,2168,9173
2022-08-07,18,4004,2332,1328,3766,5159,16589
2022-08-08,18,3612,819,2982,4401,4918,16732
2022-08-09,18,1273,2531,1392,2036,3458,10690
2022-08-10,18,3515,937,1476,2232,2661,10821
2022-08-11,18,3187,2922,3157,1799,3138,14203
2022-08-12,18,1181,908,2822,2761,4824,12496
2022-08-13,18,1872,2128,2507,4151,4411,15069
2022-08-14,18,4196,1621,1379,3291,4412,14899
2022-08-15,18,1517,2717,3185,3285,3328,14032
2022-08-16,18,1541,1444,1409,2319,5128,11841
2022-08-17,18,3744,2710,1344,2158,2724,12680
2022-08-18,18,2687,1980,3905,3829,4223,16624
2022-08-19,18,4591,1266,1946,1789,5239,14831
2022-08-20,18,1607,1452,2566,1671,5266,12562
2022-08-21,18,1034,2592,3450,3706,5165,15947
2022-08-22,18,3265,2589,2042,2368,2348,12612
2022-08-23,18,1242,1006,3242,3688,4611,13789
2022-08-24,18,2772,2892,3717,3382,4008,16771
2022-08-25,18,4681,1235,1514,3178,4152,14760
2022-08-26,18,3323,863,1269,2230,3118,10803
2022-08-27,18,1045,1321,3375,2401,5115,13257
2022-08-28,18,1533,1149,3319,1880,5923,13804
2022-08-29,18,4993,2973,3709,3251,4052,18978
2022-08-30,18,3307,2542,2918,1525,3199,13491
2022-08-31,18,2219,2703,1560,3080,4355,13917
2022-09-01,18,1626,2211,2406,1696,2113,10052
2022-09-02,18,1426,1685,3232,3385,3170,12898
2022-09-03,18,4916,1112,2503,2777,3569,14877
2022-09-04,18,3440,1606,2229,3187,4061,14523
2022-09-05,18,1613,1119,2438,2447,3850,11467
2022-09-06,18,3254,812,2649,2623,4331,13669
2022-09-07,18,4587,1652,1663,3568,5425,16895
2022-09-08,18,4635,871,1742,3490,3509,14247
2022-09-09,18,3606,2131,2490,2077,3459,13763
2022-09-10,18,2000,1031,2810,2146,2507,10494
2022-09-11,18,4703,2161,3310,2700,5561,18435
2022-09-12,18,1538,2018,2983,1940,4109,12588
2022-09-13,18,3370,1694,2996,2185,4873,15118
2022-09-14,18,4004,974,3925,1769,3008,13680
2022-09-15,18,1492,2913,2941,3564,2877,13787
2022-09-16,18,4070,1432,1694,3996,4964,16156
2022-09-17,18,1827,1842,3653,4383,5946,17651
2022-09-18,18,1818,2750,2616,1927,2578,11689
2022-09-19,18,1762,2270,2974,2746,3955,13707
2022-09-20,18,4605,834,3184,3795,4113,16531
2022-09-21,18,2045,2559,1477,2512,5966,14559
2022-09-22,18,3302,821,2152,4245,2315,12835
2022-09-23,18,3556,1946,2950,2772,4717,15941
2022-09-24,18,3755,2295,1929,3577,4453,16009
2022-09-25,18,3309,1650,3185,3594,5028,16766
2022-09-26,18,1153,2336,2970,4169,4250,14878
2022-09-27,18,3772,822,2309,2603,5161,14667
2022-09-28,18,2219,2975,2816,4312,3147,15469
2022-09-29,18,1031,1661,1889,2736,2340,9657
2022-09-30,18,1942,2302,1948,4425,3806,14423
2022-10-01,18,4097,2650,2189,2699,5900,17535
2022-10-02,18,1980,1595,3488,4439,2535,14037
2022-10-03,18,4840,2822,1935,3945,3945,17487
2022-10-04,18,2930,1310,3282,2817,3525,13864
2022-10-05,18,3485,1245,3762,2034,3684,14210
2022-10-06,18,1989,1736,2347,3936,3069,13077
2022-10-07,18,2953,2973,2684,3193,3689,15492
2022-10-08,18,4222,1090,1396,2157,2281,11146
2022-10-09,18,3096,2161,1741,3853,3310,14161
2022-10-10,18,1244,2493,1549,1699,4936,11921
2022-10-11,18,2824,2752,2265,3458,2165,13464
2022-10-12,18,1439,1107,1859,3424,4804,12633
2022-10-13,18,2095,2947,1917,3244,3822,14025
2022-10-14,18,3366,1913,3142,2186,3785,14392
2022-10-15,18,1529,2549,3634,3529,5296,16537
2022-10-16,18,1033,2692,1711,3247,3807,12490
2022-10-17,18,4250,2049,2082,1992,3596,13969
2022-10-18,18,4156,809,1302,2022,5892,14181
2022-10-19,18,1605,2247,2056,3234,5647,14789
2022-10-20,18,4887,998,3378,1553,4531,15347
2022-10-21,18,3648,1740,1625,4140,4919,16072
2022-10-22,18,4504,1443,2504,1812,5592,15855
2022-10-23,18,4848,2770,1691,3342,4159,16810
2022-10-24,18,1109,1865,3413,2218,3309,11914
2022-10-25,18,2900,2075,3422,2626,3843,14866
2022-10-26,18,1615,2087,3242,2479,5468,14891
2022-10-27,18,2218,2016,2513,2866,4148,13761
2022-10-28,18,4960,2891,1536,4428,2011,15826
2022-10-29,18,4366,893,1445,3351,2408,12463
2022-10-30,18,2580,2414,2303,4181,5038,16516
2022-10-31,18,4188,2533,3603,3965,4952,19241
2022-11-01,18,2501,1873,3260,3926,2148,13708
2022-11-02,18,4061,2461,3504,3023,5652,18701
2022-11-03,18,1444,2375,1620,3716,5902,15057
2022-11-04,18,1257,1726,1992,4462,4243,13680
2022-11-05,18,2041,1266,3887,1563,3791,12548
2022-11-06,18,2711,2492,3368,4439,3507,16517
2022-11-07,18,2493,1790,2405,3236,2914,12838
2022-11-08,18,1476,1148,2062,2278,3866,10830
2022-11-09,18,2181,1885,2032,2954,4618,13670
2022-11-10,18,3761,2093,3538,2147,3238,14777
2022-11-11,18,2708,2683,1486,1990,3029,11896
2022-11-12,18,1614,2946,3905,1939,5675,16079
2022-11-13,18,1885,2803,2893,2753,5461,15795
2022-11-14,18,3448,2087,2052,3661,3748,14996
2022-11-15,18,3611,1270,3507,3484,5623,17495
2022-11-16,18,4607,2209,3548,4262,4739,19365
2022-11-17,18,1849,2238,3142,3597,4686,15512
2022-11-18,18,2989,2481,2623,1592,5892,15577
2022-11-19,18,3003,2692,2219,3763,3153,14830
2022-11-20,18,1950,1992,1758,2388,5098,13186
2022-11-21,18,3074,2627,1393,1982,3126,12202
2022-11-22,18,2289,2099,3869,4188,4910,17355
2022-11-23,18,3048,2238,2639,2209,2327,12461
2022-11-24,18,1134,2442,2286,2698,3152,11712
2022-11-25,18,3322,1683,3001,2946,2939,13891
2022-11-26,18,4184,2064,1267,1627,5517,14659
2022-11-27,18,3868,2436,1242,3793,5372,16711
2022-11-28,18,3475,2958,3743,2245,2985,15406
2022-11-29,18,4517,901,1967,2161,2564,12110
2022-11-30,18,3580,1201,2779,3249,2472,13281
2022-12-01,18,3113,2851,1682,4096,3792,15534
2022-12-02,18,2652,1962,2294,3018,2609,12535
2022-12-03,18,4975,2405,2977,2379,5566,18302
2022-12-04,18,3255,2390,3393,4429,2566,16033
2022-12-05,18,1126,1061,2584,4249,5593,14613
2022-12-06,18,1833,885,2481,3828,2470,11497
2022-12-07,18,2753,2792,3923,4362,3414,17244
2022-12-08,18,3914,2713,3565,2340,2616,15148
2022-12-09,18,1008,870,3787,4072,2269,12006
2022-12-10,18,2198,1136,3946,1596,4106,12982
2022-12-11,18,2747,1086,2665,4474,4712,15684
2022-12-12,18,4613,2006,2102,2660,3130,14511
2022-12-13,18,1138,2142,2154,2882,4193,12509
2022-12-14,18,1506,2344,2122,1717,3500,11189
2022-12-15,18,1216,2206,2756,2792,4105,13075
2022-12-16,18,2966,2936,3378,1685,2528,13493
2022-12-17,18,1673,864,2345,2787,4748,12417
2022-12-18,18,2112,2510,1824,1637,3762,11845
2022-12-19,18,4635,1309,2412,4010,5033,17399
2022-12-20,18,1713,1374,1893,4302,5161,14443
2022-12-21,18,1651,2650,3212,1618,5267,14398
2022-12-22,18,2703,1932,2951,1939,2856,12381
2022-12-23,18,1464,1752,3752,2629,2774,12371
2022-12-24,18,2314,1241,1577,3009,3062,11203
2022-12-25,18,2042,2915,3940,3152,2858,14907
2022-12-26,18,3312,1730,3101,2875,3309,14327
2022-12-27,18,4191,1174,3903,2641,5300,17209
2022-12-28,18,2494,867,1408,3078,2472,10319
2022-12-29,18,1526,1534,3832,2339,3368,12599
2022-12-30,18,1773,1946,3430,3759,5698,16606
2022-12-31,18,3418,2421,3849,2411,3023,15122
2023-01-01,18,2744,2978,3925,3995,3859,17501
2023-01-02,18,1667,1578,1618,4290,2127,11280
2023-01-03,18,1976,2002,3473,4392,5840,17683
2023-01-04,18,2986,1404,1200,4200,3253,13043
2023-01-05,18,1151,1841,2708,4165,2604,12469
2023-01-06,18,4677,1119,3368,2176,4795,16135
2023-01-07,18,1891,1666,3514,4051,2649,13771
2023-01-08,18,3566,2449,1212,4302,3847,15376
2023-01-09,18,2158,2482,3517,2147,2532,12836
2023-01-10,18,3570,812,3360,2513,2421,12676
2023-01-11,18,1154,1343,3010,1896,2961,10364
2023-01-12,18,2107,2982,2946,1877,4802,14714
2023-01-13,18,4066,1566,3781,1745,2750,13908
2023-01-14,18,3628,1120,2378,3896,4739,15761
2023-01-15,18,2880,1208,3082,3913,2790,13873
2023-01-16,18,4576,1948,3452,3679,5430,19085
2023-01-17,18,2869,2624,2707,2501,5096,15797
2023-01-18,18,4831,2147,3464,1786,4948,17176
2023-01-19,18,3566,2842,2328,2634,2310,13680
2023-01-20,18,2276,2536,2203,4278,2316,13609
2023-01-21,18,4326,1125,1236,4075,4186,14948
2023-01-22,18,4722,2366,2467,1696,2426,13677
2023-01-23,18,3120,1948,2275,4190,4217,15750
2023-01-24,18,3539,1486,2637,2768,3562,13992
2023-01-25,18,1257,1608,2871,2308,3794,11838
2023-01-26,18,3394,1740,1413,2911,3344,12802
2023-01-27,18,4262,2268,3603,4066,5393,19592
2023-01-28,18,2291,1373,3457,2402,4230,13753
2023-01-29,18,3111,1790,1793,2364,2887,11945
2023-01-30,18,3597,2432,2828,3057,2756,14670
2023-01-31,18,2522,1286,2641,2355,5592,14396
2023-02-01,18,1674,2812,1222,2384,4087,12179
2023-02-02,18,3198,1976,1489,1748,4023,12434
2023-02-03,18,4818,2421,3461,3123,5857,19680
2023-02-04,18,1196,1852,3364,4165,2081,12658
2023-02-05,18,4606,1657,2175,1926,2889,13253
2023-02-06,18,3534,2928,2688,3989,3049,16188
2023-02-07,18,1391,1188,2568,2367,5403,12917
2023-02-08,18,3750,1683,2492,2927,2520,13372
2023-02-09,18,4474,1868,2652,4068,4769,17831
2023-02-10,18,2671,2712,2184,2425,2627,12619
2023-02-11,18,3184,2035,1492,4430,4792,15933
2023-02-12,18,1734,1130,3781,3098,2313,12056
2023-02-13,18,4020,1783,3616,1549,3447,14415
2023-02-14,18,2906,1346,2970,1971,2313,11506
2023-02-15,18,1833,851,1503,2369,5499,12055
2023-02-16,18,3623,2713,2186,3761,2980,15263
2023-02-17,18,1379,831,3823,2797,5710,14540
2023-02-18,18,2872,938,2102,3281,4366,13559
2023-02-19,18,2304,1823,3683,2366,3146,13322
2023-02-20,18,1503,1972,3654,3228,5693,16050
2023-02-21,18,2324,2484,2352,1936,2279,11375
2023-02-22,18,3390,2611,1885,4331,4721,16938
2023-02-23,18,1713,2748,2934,2051,3332,12778
2023-02-24,18,2498,1043,3269,2458,2512,11780
2023-02-25,18,1421,2710,2097,3919,4090,14237
2023-02-26,18,4088,1645,3401,3385,2721,15240
2023-02-27,18,2904,2663,1470,3590,5420,16047
2023-02-28,18,1576,2216,3097,4408,4179,15476
2023-03-01,18,4194,1265,2116,2625,3203,13403
2023-03-02,18,1267,2283,2558,2220,3183,11511
2023-03-03,18,2697,1555,3728,4123,4603,16706
2023-03-04,18,4805,1096,2372,2463,5335,16071
2023-03-05,18,4877,1040,2872,4499,3393,16681
2023-03-06,18,3831,1018,3193,4304,2665,15011
2023-03-07,18,3635,2776,2444,1975,2690,13520
2023-03-08,18,3208,1313,1988,2714,3829,13052
2023-03-09,18,4910,1924,3873,1727,2540,14974
2023-03-10,18,3061,1765,2798,3469,3061,14154
2023-03-11,18,4622,1515,2338,1822,3145,13442
2023-03-12,18,4046,2117,2939,3403,3363,15868
2023-03-13,18,1267,1414,1530,2605,3374,10190
2023-03-14,18,4271,1558,2167,2248,5836,16080
2023-03-15,18,4150,1157,1918,2919,2481,12625
2023-03-16,18,2075,2179,1560,3267,2915,11996
2023-03-17,18,2768,1046,3634,2150,5639,15237
2023-03-18,18,1316,1443,3702,2109,3749,12319
2023-03-19,18,2825,2308,2989,4266,2608,14996
2023-03-20,18,4061,1913,3730,3987,5544,19235
2023-03-21,18,3084,1342,3520,1993,5363,15302
2023-03-22,18,3148,2380,2491,1910,3230,13159
2023-03-23,18,3476,1850,3675,1785,5819,16605
2023-03-24,18,4963,1123,2232,4103,3350,15771
2023-03-25,18,4982,1488,1373,3956,4674,16473
2023-03-26,18,3337,2924,3549,2142,5794,17746
2023-03-27,18,2628,2317,3696,1770,5881,16292
2023-03-28,18,3344,1116,2428,2845,2967,12700
2023-03-29,18,3734,1880,3516,2326,4527,15983
2023-03-30,18,1625,1897,2797,1778,3471,11568
2023-03-31,18,1863,2541,2954,3862,3323,14543
2023-04-01,18,2265,2806,3463,2962,5298,16794
2023-04-02,18,2931,2221,3477,3448,2912,14989
2023-04-03,18,2046,1794,2398,3273,3616,13127
2023-04-04,18,4792,1358,1698,4439,3974,16261
2023-04-05,18,3041,2145,2707,2792,5920,16605
2023-04-06,18,1144,1267,2692,3888,5662,14653
2023-04-07,18,4326,1242,2683,1758,4635,14644
2023-04-08,18,1257,2082,3144,3977,5500,15960
2023-04-09,18,1993,1448,1720,1702,5894,12757
2023-04-10,18,2081,2818,1242,2697,4967,13805
2023-04-11,18,2065,885,2102,3370,5447,13869
2023-04-12,18,3814,1373,1370,4408,4980,15945
2023-04-13,18,3039,2593,2196,1857,5856,15541
2023-04-14,18,3923,2840,2683,1817,3314,14577
2023-04-15,18,2686,2434,2759,1816,3177,12872
2023-04-16,18,1309,2110,2966,4301,3593,14279
2023-04-17,18,1279,1640,3394,3046,4649,14008
2023-04-18,18,4172,2327,3260,2812,4019,16590
2023-04-19,18,1946,1568,2596,3638,3739,13487
2023-04-20,18,1420,2957,2534,3524,3631,14066
2023-04-21,18,1858,2488,2013,3480,3678,13517
2023-04-22,18,4198,916,3430,1886,3373,13803
2023-04-23,18,3244,2791,1359,4476,3301,15171
2023-04-24,18,4429,1787,2176,3299,2084,13775
2023-04-25,18,2734,2914,1549,3921,3839,14957
2023-04-26,18,1178,1255,1312,1729,4262,9736
2023-04-27,18,2892,1842,3655,2619,2107,13115
2023-04-28,18,4915,1130,2138,3408,5327,16918
2023-04-29,18,4821,2108,3492,3363,4843,18627
2023-04-30,18,2819,1312,2074,2551,2079,10835
2023-05-01,18,1202,1071,3854,4464,3595,14186
2023-05-02,18,3930,1518,3348,3926,4326,17048
2023-05-03,18,1163,1463,2517,3864,3899,12906
2023-05-04,18,3864,1841,3247,4091,4955,17998
2023-05-05,18,4366,1714,2651,2478,4590,15799
2023-05-06,18,2979,2094,2992,1725,2140,11930
2023-05-07,18,1343,2694,2378,2309,5879,14603
2023-05-08,18,1854,1617,1886,2049,3780,11186
2023-05-09,18,4275,1919,3358,2443,3782,15777
2023-05-10,18,1036,1046,2188,1506,4795,10571
2023-05-11,18,2567,2608,1298,2383,4715,13571
2023-05-12,18,4130,938,1494,3128,2673,12363
2023-05-13,18,2831,1916,2951,1535,4442,13675
2023-05-14,18,1127,1813,3084,1520,5156,12700
2023-05-15,18,3697,2139,3097,2639,3363,14935
2023-05-16,18,1017,942,3247,1687,5045,11938
2023-05-17,18,2602,2884,2866,3192,3566,15110
2023-05-18,18,2148,2979,3828,3748,2951,15654
2023-05-19,18,1702,1517,2755,2799,4816,13589
2023-05-20,18,2209,1844,2043,2090,3616,11802
2023-05-21,18,4571,2361,3369,2412,4452,17165
2023-05-22,18,3774,1190,3816,2321,5248,16349
2023-05-23,18,2133,2971,1201,2504,5041,13850
2023-05-24,18,3335,2168,1747,2941,5097,15288
2023-05-25,18,4901,2546,3206,2965,5137,18755
2023-05-26,18,4446,1297,1695,3889,5420,16747
2023-05-27,18,3712,1244,3872,1704,2120,12652
2023-05-28,18,4662,1877,1283,1500,3500,12822
2023-05-29,18,2946,2365,2357,2920,3556,14144
2023-05-30,18,2539,1686,3081,2330,2320,11956
2023-05-31,18,4288,888,3794,3434,5462,17866
2023-06-01,18,1372,1712,2552,4084,4753,14473
2023-06-02,18,2841,2558,1813,3601,3357,14170
2023-06-03,18,2854,2058,2020,3869,3211,14012
2023-06-04,18,4125,2018,1272,2913,3840,14168
2023-06-05,18,2222,1735,3030,4020,3970,14977
2023-06-06,18,1348,1683,2766,3104,2726,11627
2023-06-07,18,3832,1950,2338,3271,3612,15003
2023-06-08,18,4068,1054,2850,3841,4603,16416
2023-06-09,18,2627,2443,1374,2915,4138,13497
2023-06-10,18,1613,2412,2714,3258,3391,13388
2023-06-11,18,4263,2651,2120,1542,4935,15511
2023-06-12,18,2757,1189,2088,2423,3304,11761
2023-06-13,18,4414,1925,3310,1923,5875,17447
2023-06-14,18,2309,927,1624,3732,3845,12437
2023-06-15,18,2215,1662,2017,2907,3439,12240
2023-06-16,18,3442,2679,2967,3985,4784,17857
2023-06-17,18,1662,1407,3080,2310,2723,11182
2023-06-18,18,1893,885,3613,3824,5940,16155
2023-06-19,18,3785,1578,3248,2017,5300,15928
2023-06-20,18,3473,1470,1420,3059,4747,14169
2023-06-21,18,1930,2147,3727,2513,2460,12777
2023-06-22,18,2457,845,2794,3817,4829,14742
2023-06-23,18,3821,1447,2161,2286,3190,12905
2023-06-24,18,4135,2502,1680,1505,2600,12422
2023-06-25,18,1370,1831,2868,2799,5014,13882
2023-06-26,18,2711,1246,2574,2840,2046,11417
2023-06-27,18,4553,1513,3816,3128,5059,18069
2023-06-28,18,3583,1214,1798,3071,3338,13004
2023-06-29,18,3005,2440,2081,1727,4108,13361
2023-06-30,18,1833,2123,2353,4073,4096,14478
2023-07-01,18,3998,2328,3215,2998,5100,17639
2023-07-02,18,2923,1760,2144,3352,3643,13822
2023-07-03,18,4686,2452,1316,1988,4018,14460
2023-07-04,18,3548,1462,3831,1889,4492,15222
2023-07-05,18,4839,2805,1442,3271,3673,16030
2023-07-06,18,3620,1554,2740,3062,2952,13928
2023-07-07,18,2967,1782,1291,3641,2710,12391
2023-07-08,18,1429,1492,2284,2941,5992,14138
2023-07-09,18,1219,2689,2076,1999,5198,13181
2023-07-10,18,4052,2281,2351,2665,2380,13729
2023-07-11,18,1597,2844,1797,1937,5753,13928
2023-07-12,18,1882,2506,2885,2991,4979,15243
2023-07-13,18,3081,2598,2505,2060,3139,13383
2023-07-14,18,3092,1086,2839,1740,2726,11483
2023-07-15,18,2518,2398,2537,2686,3670,13809
2023-07-16,18,2108,895,3786,3541,3247,13577
2023-07-17,18,4247,2235,2919,3569,4845,17815
2023-07-18,18,2094,2229,2065,1566,5508,13462
2023-07-19,18,1529,2546,1371,2110,5900,13456
2023-07-20,18,4614,813,1644,3331,3555,13957
2023-07-21,18,4984,2978,3771,3923,2017,17673
2023-07-22,18,2855,1411,2395,2184,2704,11549
2023-07-23,18,2479,1695,1665,1567,4939,12345
2023-07-24,18,2983,2658,1409,4381,2759,14190
2023-07-25,18,3598,1429,1612,3820,2504,12963
2023-07-26,18,1561,1054,1524,4106,5436,13681
2023-07-27,18,3455,1311,3059,1808,5999,15632
2023-07-28,18,1392,1902,3837,3323,5233,15687
2023-07-29,18,3127,2948,2047,2351,3320,13793
2023-07-30,18,2353,2534,1333,3471,5562,15253
2023-07-31,18,4448,1298,3321,3063,3133,15263
2023-08-01,18,1745,919,2985,2818,3287,11754
2023-08-02,18,3104,998,3081,1762,2995,11940
2023-08-03,18,3901,1315,3048,3279,2973,14516
2023-08-04,18,3644,2504,2134,1753,2603,12638
2023-08-05,18,1666,2241,1552,3893,5509,14861
2023-08-06,18,1737,951,3986,2554,2040,11268
2023-08-07,18,3221,1422,2309,2107,5609,14668
2023-08-08,18,3967,2208,1942,2441,2262,12820
2023-08-09,18,2916,1286,2753,2888,2141,11984
2023-08-10,18,1281,1366,1742,3006,5005,12400
2023-08-11,18,3645,2863,1622,4430,5017,17577
2023-08-12,18,2463,1179,3915,3997,4201,15755
2023-08-13,18,4046,914,2052,2286,4350,13648
2023-08-14,18,3345,889,1922,2054,3296,11506
2023-08-15,18,3614,2603,1280,1726,5582,14805
2023-08-16,18,3775,810,2933,2705,5387,15610
2023-08-17,18,2481,1463,2802,4399,4997,16142
2023-08-18,18,2669,2761,1519,3982,4894,15825
2023-08-19,18,2834,2281,3022,3210,5561,16908
2023-08-20,18,1255,2991,3971,3586,2530,14333
2023-08-21,18,4738,1379,2440,3355,3524,15436
2023-08-22,18,4382,2686,2492,3573,4243,17376
2023-08-23,18,1808,2860,2903,2438,5579,15588
2023-08-24,18,2166,1127,1341,4076,3604,12314
2023-08-25,18,2138,1274,3623,3062,5066,15163
2023-08-26,18,1576,2329,3189,2356,3343,12793
2023-08-27,18,1381,809,1480,3300,3402,10372
2023-08-28,18,2700,1464,1778,1609,2928,10479
2023-08-29,18,1417,1163,1326,3627,5427,12960
2023-08-30,18,2731,1462,1664,1912,5648,13417
2023-08-31,18,3607,1925,2891,3152,2139,13714
2023-09-01,18,4643,1818,1463,2545,5688,16157
2023-09-02,18,1534,2750,1771,2962,2016,11033
2023-09-03,18,2774,2808,3074,3861,5608,18125
2023-09-04,18,4567,1348,2561,3413,2247,14136
2023-09-05,18,3729,821,1726,2604,2312,11192
2023-09-06,18,3110,1016,2113,4244,4757,15240
2023-09-07,18,2227,2190,3782,3907,5425,17531
2023-09-08,18,3227,1323,2735,1519,2772,11576
2023-09-09,18,3989,1104,1876,2619,5824,15412
2023-09-10,18,3888,1926,3199,3045,2974,15032
2023-09-11,18,3620,2445,2554,1790,3664,14073
2023-09-12,18,4774,962,3244,3741,4456,17177
2023-09-13,18,4772,1443,3849,2294,5251,17609
2023-09-14,18,4892,1010,2497,2166,4965,15530
2023-09-15,18,2646,2536,2730,2417,4160,14489
2023-09-16,18,2746,1477,2704,1793,4668,13388
2023-09-17,18,3091,1067,2433,2989,3522,13102
2023-09-18,18,2005,1120,3860,3921,5141,16047
2023-09-19,18,1106,1064,1276,2895,2509,8850
2023-09-20,18,3401,1479,1953,3282,3211,13326
2023-09-21,18,3942,2980,1437,4409,5239,18007
2023-09-22,18,2762,1772,3463,2211,4379,14587
2023-09-23,18,4557,2858,3013,2626,4989,18043
2023-09-24,18,4036,1180,2199,2464,5168,15047
2023-09-25,18,2200,2328,2149,3394,3575,13646
2023-09-26,18,1870,1512,3932,3125,5080,15519
